2024-11-14 15:02:05,827:INFO:__main__:[0, 0, 10.0, 0, 0, 0]
2024-11-14 15:02:06,015:INFO:__main__:[0, 0, 10.0, 0, 0, 0]
2024-11-14 15:02:06,234:INFO:__main__:[0, 0, 10.0, 0, 0, 0]
2024-11-14 15:02:06,413:INFO:__main__:[0, 0, 10.0, 0, 0, 0]
2024-11-14 15:02:06,605:INFO:__main__:[0, 0, 10.0, 0, 0, 0]
2024-11-14 15:02:06,791:INFO:__main__:[0, 0, 10.0, 0, 0, 0]
2024-11-14 15:02:06,947:INFO:__main__:[0, 0, 10.0, 0, 0, 0]
2024-11-14 15:02:07,103:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:07,259:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:07,397:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:07,522:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:07,633:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:07,758:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:07,883:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:08,010:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:08,132:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:08,258:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:08,371:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:08,485:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:08,600:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:08,713:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:08,829:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:08,945:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:09,055:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:09,178:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-14 15:02:11,727:INFO:__main__:finish
2024-11-18 11:51:33,289:INFO:__main__:start App
2024-11-18 11:51:33,412:INFO:__main__:gui
2024-11-18 11:51:39,068:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:39,214:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:39,328:INFO:__main__:[0, -10.0, 0, 0, 0, 0]
2024-11-18 11:51:39,464:INFO:__main__:[0, -10.0, 0, 0, 0, 0]
2024-11-18 11:51:39,639:INFO:__main__:[0, 10.0, 0, 0, 0, 0]
2024-11-18 11:51:39,843:INFO:__main__:[0, 0.0, 0, 0, 0, 0]
2024-11-18 11:51:40,031:INFO:__main__:[0, 10.0, 0, 0, 0, 0]
2024-11-18 11:51:40,235:INFO:__main__:[0, -10.0, 0, 0, 0, 0]
2024-11-18 11:51:40,423:INFO:__main__:[10.0, 10.0, 0, 0, 0, 0]
2024-11-18 11:51:40,628:INFO:__main__:[10.0, 0, 0, 0, 0, 0]
2024-11-18 11:51:40,832:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:41,038:INFO:__main__:[-10.0, 0.0, 0, 0, 0, 0]
2024-11-18 11:51:41,273:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:41,477:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:41,712:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:41,839:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:41,964:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:42,090:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:42,201:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:42,326:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:42,450:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:42,576:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:42,700:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:42,824:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:42,950:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:43,074:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:43,183:INFO:__main__:[0, 0, 0, 0, 0, 0]
2024-11-18 11:51:46,156:INFO:__main__:finish
